
 Daxpy product:
   Blaze [MFlop/s]:
     1           0.2772
     2           0.564132
     3           0.818084
     4           1.07634
     5           1.38906
     6           1.65064
     7           2.19129
     8           2.12428
     9           2.74837
     10          2.73774
     11          2.92343
     12          3.26917
     13          3.32731
     14          4.11685
     15          4.35347
     16          4.60262
     17          4.24703
     18          4.63702
     19          5.18183
     20          5.4335
     22          5.96425
     24          6.51019
     26          6.97479
     28          7.02158
     30          9.04312
     33          8.97685
     36          8.88981
     39          9.95929
     42          11.2528
     46          11.6912
     50          15.1263
     55          14.7944
     60          14.7135
     66          19.6272
     72          19.4429
     79          21.0423
     86          22.0947
     94          27.3452
     103         27.6614
     113         30.1924
     124         30.6836
     136         33.8296
     149         45.4302
     163         42.4322
     179         47.9092
     196         49.5699
     215         56.8213
     236         70.4096
     259         73.602
     284         83.1816
     312         71.4847
     343         93.3882
     377         95.8765
     414         104.61
     455         110.214
     500         120.671
     550         132.819
     605         146.16
     665         167.84
     731         187.185
     804         206.509
     884         228.556
     972         237.676
     1069        273.054
     1175        300.096
     1292        329.49
     1421        363.015
     1563        397.278
     1719        417.814
     1890        478.465
     2079        548.038
     2286        536.137
     2514        662.488
     2765        724.223
     3041        794.101
     3345        867.323
     3679        955.17
     4046        1043.47
     4450        1141.39
     4895        1250.52
     5384        1360.57
     5922        1485.54
     6514        1619.46
     7165        1749.87
     7881        1904.21
     8669        2057.27
     9535        2223.18
     10488       2404.93
     11536       2616.51
     12689       2810.07
     13957       3048.14
     15352       3256.84
     16887       3470.7
     18575       3750.84
     20432       3992.33
     22475       4250.22
     24722       4508.66
     27194       4723.08
     29913       4961.21
     32904       5295.79
     36194       5538.3
     39813       5779.64
     43794       6025.87
     48173       6242.41
     52990       6423.62
     58289       6745.56
     64117       6958.68
     70528       7083.63
     77580       7412.44
     85338       7508.47
     93871       7782.98
     103258      7891.27
     113583      8171.96
     124941      8254.99
     137435      8401.07
     151178      8662.25
     166295      8789.13
     182924      8980.7
     201216      9080.41
     221337      9239.65
     243470      9490.76
     267817      9497.63
     294598      9681.18
     324057      9593.84
     356462      9921.22
     392108      9745.28
     431318      9959.46
     474449      10005.8
     521893      10011.2
     574082      10108.9
     631490      10125.6
     694639      10134.4
     764102      10167.4
     840512      10110.6
     924563      10173.4
     1017019     10143.6
     1118720     10076.5
     1230592     10266.8
     1353651     10112.4
     1489016     10037.8
     1637917     9865.47
     1801708     9394.39
     1981878     9149.11
     2180065     8265.08
     2398071     7611.7
     2637878     6711.51
     2901665     5700.34
     3191831     4893.75
     3511014     4221.42
     3862115     3832.16
     4248326     3694.08
     4673158     3425.59
     5140474     3308.14
     5654521     3148.66
     6219973     3036.95
     6841970     3110.79
     7526167     3016.99
     8278784     3005
     9106663     2986.94
     10000000    3036.45
   N=1, steps=285904
     Blaze       = 1        (2.0628)
   N=2, steps=267920
     Blaze       = 1        (1.8997)
   N=3, steps=286967
     Blaze       = 1        (2.10468)
   N=4, steps=280645
     Blaze       = 1        (2.08592)
   N=5, steps=288643
     Blaze       = 1        (2.07798)
   N=6, steps=293874
     Blaze       = 1        (2.13644)
   N=7, steps=315854
     Blaze       = 1        (2.01797)
   N=8, steps=276917
     Blaze       = 1        (2.08573)
   N=9, steps=308954
     Blaze       = 1        (2.02344)
   N=10, steps=310925
     Blaze       = 1        (2.2714)
   N=11, steps=305196
     Blaze       = 1        (2.29673)
   N=12, steps=302773
     Blaze       = 1        (2.22275)
   N=13, steps=298694
     Blaze       = 1        (2.33403)
   N=14, steps=291459
     Blaze       = 1        (1.98231)
   N=15, steps=289928
     Blaze       = 1        (1.99791)
   N=16, steps=288208
     Blaze       = 1        (2.00378)
   N=17, steps=282301
     Blaze       = 1        (2.25998)
   N=18, steps=261522
     Blaze       = 1        (2.03035)
   N=19, steps=268338
     Blaze       = 1        (1.96781)
   N=20, steps=280210
     Blaze       = 1        (2.06283)
   N=22, steps=267324
     Blaze       = 1        (1.97213)
   N=24, steps=265908
     Blaze       = 1        (1.96055)
   N=26, steps=307367
     Blaze       = 1        (2.29155)
   N=28, steps=257796
     Blaze       = 1        (2.05603)
   N=30, steps=260636
     Blaze       = 1        (1.72929)
   N=33, steps=297915
     Blaze       = 1        (2.19034)
   N=36, steps=276108
     Blaze       = 1        (2.23624)
   N=39, steps=292375
     Blaze       = 1        (2.28985)
   N=42, steps=261546
     Blaze       = 1        (1.95238)
   N=46, steps=262914
     Blaze       = 1        (2.06891)
   N=50, steps=303274
