
 Daxpy product:
   Blaze [MFlop/s]:
     1           162.69
     2           325.401
     3           488.094
     4           650.787
     5           732.094
     6           878.515
     7           1024.9
     8           1171.39
     9           1198.01
     10          1331.06
     11          1464.13
     12          1597.39
     13          1586.19
     14          1708.26
     15          1830.25
     16          2267.25
     17          2408.92
     18          2550.24
     19          2681.53
     20          2833.85
     22          2760.93
     24          3010.85
     26          2882.65
     28          3250.95
     30          3107.65
     33          3331.17
     36          3149.83
     39          3647.53
     42          3616.56
     46          3682.72
     50          3864.73
     55          4010.2
     60          4093.93
     66          4149.64
     72          4063.3
     79          4326.78
     86          4450.24
     94          4421.38
     103         4638.81
     113         4573.67
     124         4697
     136         4745.32
     149         4709.77
     163         4845.46
     179         4888.02
     196         4792
     215         4762.54
     236         4834.64
     259         4845.03
     284         4917.14
     312         4953.47
     343         4957.47
     377         5087.36
     414         5116.72
     455         5076.84
     500         5122.53
     550         4912.33
     605         4935.08
     665         5015.39
     731         5034.91
     804         4965.15
     884         5023.23
     972         5069.99
     1069        5123.71
     1175        5161.15
     1292        5118.99
     1421        4742.41
     1563        4823.57
     1719        4771.07
     1890        4646.03
     2079        4080.25
     2286        3117.04
     2514        2944.8
     2765        3063.44
     3041        2956.43
     3345        3003.89
     3679        3089.43
     4046        3106.61
     4450        2979.85
     4895        3107.17
     5384        3107.47
     5922        3013.86
     6514        3008.75
     7165        2516.48
     7881        3007.13
     8669        3062.6
     9535        3110.63
     10488       3117.08
     11536       3103.4
     12689       2954.47
     13957       2992.58
     15352       2642.13
     16887       2329.81
     18575       2735.91
     20432       2613.45
     22475       2424.34
     24722       2346.35
     27194       2266.89
     29913       2202.42
     32904       2191.08
     36194       2150.29
     39813       4768.39
     43794       4864.02
     48173       4847.89
     52990       4925.62
     58289       4995.02
     64117       5170.06
     70528       5318.04
     77580       5448.64
     85338       5638.32
     93871       5892.74
     103258      5957.56
     113583      6211.78
     124941      6213.86
     137435      6470.7
     151178      6650.1
     166295      6714.92
     182924      6703.3
     201216      6450.87
     221337      6747.68
     243470      6791.83
     267817      6776.33
     294598      6836.04
     324057      6767.6
     356462      6887.18
     392108      6974.19
     431318      7125.48
     474449      7085.81
     521893      7026.09
     574082      7064.78
     631490      7043.42
     694639      7031.25
     764102      6987.92
     840512      7104.25
     924563      6981.91
     1017019     7017.4
     1118720     6689.57
     1230592     7094.36
     1353651     6939.87
     1489016     7278.4
     1637917     6808.83
     1801708     6717.43
     1981878     6263.79
     2180065     5738.44
     2398071     4989.45
     2637878     4406.16
     2901665     3984.73
     3191831     3600.39
     3511014     3541.28
     3862115     3380.14
     4248326     3262.31
     4673158     3116.97
     5140474     3240.75
     5654521     3191.11
     6219973     3000.46
     6841970     2986.9
     7526167     2921.86
     8278784     2880.84
     9106663     2821.12
     10000000    2881.23
   N=1, steps=122598757
     Blaze       = 1        (1.50714)
   N=2, steps=156893957
     Blaze       = 1        (1.92862)
   N=3, steps=156887311
     Blaze       = 1        (1.92857)
   N=4, steps=156869649
     Blaze       = 1        (1.92837)
   N=5, steps=141612654
     Blaze       = 1        (1.93435)
   N=6, steps=141713183
     Blaze       = 1        (1.93572)
   N=7, steps=141688073
     Blaze       = 1        (1.93544)
   N=8, steps=141669532
     Blaze       = 1        (1.93506)
   N=9, steps=129122529
     Blaze       = 1        (1.94006)
   N=10, steps=129152389
     Blaze       = 1        (1.94059)
   N=11, steps=129206102
     Blaze       = 1        (1.94145)
   N=12, steps=129097301
     Blaze       = 1        (1.93962)
   N=13, steps=118607569
     Blaze       = 1        (1.94415)
   N=14, steps=118681784
     Blaze       = 1        (1.94531)
   N=15, steps=118656968
     Blaze       = 1        (1.94493)
   N=16, steps=128131407
     Blaze       = 1        (1.80845)
   N=17, steps=106099582
     Blaze       = 1        (1.49751)
   N=18, steps=108661402
     Blaze       = 1        (1.5339)
   N=19, steps=108650161
     Blaze       = 1        (1.53968)
   N=20, steps=108651252
     Blaze       = 1        (1.53362)
   N=22, steps=95350020
     Blaze       = 1        (1.51956)
   N=24, steps=95818332
     Blaze       = 1        (1.52757)
   N=26, steps=88935159
     Blaze       = 1        (1.6043)
   N=28, steps=88940835
     Blaze       = 1        (1.53207)
   N=30, steps=83976958
     Blaze       = 1        (1.62136)
   N=33, steps=78065537
     Blaze       = 1        (1.5467)
   N=36, steps=77961405
     Blaze       = 1        (1.78207)
   N=39, steps=74324910
     Blaze       = 1        (1.58939)
   N=42, steps=69280690
     Blaze       = 1        (1.60915)
   N=46, steps=66199811
     Blaze       = 1        (1.65377)
   N=50, steps=61857901
     Blaze       = 1        (1.60057)
   N=55, steps=61260262
     Blaze       = 1        (1.68037)
   N=60, steps=57493810
     Blaze       = 1        (1.68524)
   N=66, steps=51736359
     Blaze       = 1        (1.64573)
   N=72, steps=52053393
     Blaze       = 1        (1.84473)
   N=79, steps=47869112
     Blaze       = 1        (1.74802)
   N=86, steps=41879177
     Blaze       = 1        (1.61861)
   N=94, steps=42125671
     Blaze       = 1        (1.79121)
   N=103, steps=39714439
     Blaze       = 1        (1.76364)
   N=113, steps=35620401
     Blaze       = 1        (1.76012)
   N=124, steps=33770437
     Blaze       = 1        (1.78307)
   N=136, steps=32341609
     Blaze       = 1        (1.85381)
   N=149, steps=29553487
     Blaze       = 1        (1.86993)
   N=163, steps=26581064
     Blaze       = 1        (1.78836)
   N=179, steps=24776959
     Blaze       = 1        (1.81467)
   N=196, steps=23070282
     Blaze       = 1        (1.88722)
   N=215, steps=21238213
     Blaze       = 1        (1.91755)
   N=236, steps=19650409
     Blaze       = 1        (1.91844)
   N=259, steps=17999294
     Blaze       = 1        (1.92437)
   N=284, steps=16635290
     Blaze       = 1        (1.92161)
   N=312, steps=15280186
     Blaze       = 1        (1.92488)
   N=343, steps=13996042
     Blaze       = 1        (1.93673)
   N=377, steps=13225407
     Blaze       = 1        (1.96014)
   N=414, steps=11736355
     Blaze       = 1        (1.89921)
   N=455, steps=10651660
     Blaze       = 1        (1.90926)
   N=500, steps=10075592
     Blaze       = 1        (1.96692)
   N=550, steps=8643840
     Blaze       = 1        (1.93558)
   N=605, steps=7953671
     Blaze       = 1        (1.95011)
