
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           0.112045
     2           0.21728
     3           0.336681
     4           0.521485
     5           0.64731
     6           0.778693
     7           0.909306
     8           1.03499
     9           1.15963
     10          1.29197
     11          1.40126
     12          1.53827
     13          1.64663
     14          1.80328
     15          1.92011
     16          2.03066
     17          2.16674
     18          2.27857
     19          2.40021
     20          2.58868
     22          2.85857
     24          3.06313
     26          3.27936
     28          3.64285
     30          3.87903
     33          4.27089
     36          4.6056
     39          4.87459
     42          5.24274
     46          5.69677
     50          6.42987
     55          7.02735
     60          7.4163
     66          8.3768
     72          8.88039
     79          9.70399
     86          10.7549
     94          11.9741
     103         10.5436
     113         12.2292
     124         14.489
     136         15.1966
     149         19.192
     163         19.3391
     179         21.3967
     196         23.2233
     215         24.4853
     236         27.0028
     259         29.9492
     284         32.7053
     312         37.6369
     343         43.6451
     377         40.9761
     414         44.544
     455         45.7704
     500         54.0497
     550         59.9921
     605         66.1498
     665         67.9023
     731         84.4612
     804         93.4189
     884         90.6389
     972         114.652
     1069        115.314
     1175        128.853
     1292        139.556
     1421        153.097
     1563        168.24
     1719        183.523
     1890        220.269
     2079        222.564
     2286        229.8
     2514        270.502
     2765        296.473
     3041        326.869
     3345        359.457
     3679        392.623
     4046        432.88
     4450        476.715
     4895        522.194
     5384        576.32
     5922        635.098
     6514        694.376
     7165        773.211
     7881        850.471
     8669        927.871
     9535        1017.82
     10488       1103.39
     11536       1207.81
     12689       1309.43
     13957       1426.28
     15352       1521.72
     16887       1649.68
     18575       1801.01
     20432       1929.94
     22475       2075.35
     24722       2221.58
     27194       2368.21
     29913       2534
     32904       2694.29
     36194       2844.96
     39813       2996.55
     43794       3121.76
     48173       3271.31
     52990       3438.36
     58289       3563.84
     64117       3749.67
     70528       3882.52
     77580       4022.79
     85338       4171.88
     93871       4289.08
     103258      4405.62
     113583      4442.76
     124941      4494.38
     137435      4700.45
     151178      4846.4
     166295      4871.52
     182924      5014.5
     201216      4883.01
     221337      5161.84
     243470      5201.3
     267817      5194.25
     294598      5319.74
     324057      5250.02
     356462      5474.55
     392108      5412.35
     431318      5495.79
     474449      5594.52
     521893      5633.96
     574082      5684.32
     631490      5660.13
     694639      5694.4
     764102      5708.99
     840512      5696.48
     924563      5487.43
     1017019     5297.77
     1118720     4853.6
     1230592     4503.55
     1353651     3988.42
     1489016     3505.25
     1637917     2948.39
     1801708     2442.83
     1981878     2100.1
     2180065     1875.91
     2398071     1762.61
     2637878     1675.89
     2901665     1798.82
     3191831     1765.1
     3511014     1649.43
     3862115     1756.78
     4248326     1676.6
     4673158     1698.92
     5140474     1635.68
     5654521     1622.74
     6219973     1589.73
     6841970     1602.16
     7526167     1596.88
     8278784     1602.07
     9106663     1513.32
     10000000    1593.9
   N=1, steps=220508
     Blaze       = 1        (1.96803)
   N=2, steps=210852
     Blaze       = 1        (1.94083)
   N=3, steps=217689
     Blaze       = 1        (1.93972)
   N=4, steps=214987
     Blaze       = 1        (1.64904)
   N=5, steps=234234
     Blaze       = 1        (1.80929)
   N=6, steps=224975
     Blaze       = 1        (1.73348)
   N=7, steps=232817
     Blaze       = 1        (1.79227)
   N=8, steps=230151
     Blaze       = 1        (1.77896)
   N=9, steps=254850
     Blaze       = 1        (1.97792)
   N=10, steps=252448
     Blaze       = 1        (1.95398)
   N=11, steps=253296
     Blaze       = 1        (1.9884)
   N=12, steps=251134
     Blaze       = 1        (1.95909)
   N=13, steps=255150
     Blaze       = 1        (2.01439)
   N=14, steps=256604
     Blaze       = 1        (1.99217)
   N=15, steps=254635
     Blaze       = 1        (1.98922)
   N=16, steps=251541
     Blaze       = 1        (1.98194)
   N=17, steps=251127
     Blaze       = 1        (1.97032)
   N=18, steps=246095
