
 Dense Vector/Dense Vector Addition:
   Blaze [MFlop/s]:
     1           0.293213
     2           0.576005
     3           0.880741
     4           1.15174
     5           1.50703
     6           1.86685
     7           2.12035
     8           2.53523
     9           2.78304
     10          3.10752
     11          3.35191
     12          3.58533
     13          3.51922
     14          4.00513
     15          4.43484
     16          4.79045
     17          4.65991
     18          5.05116
     19          5.322
     20          5.7878
     22          6.03897
     24          6.68929
     26          7.67144
     28          8.59768
     30          8.61801
     33          9.20535
     36          10.8135
     39          11.2223
     42          11.6947
     46          13.1916
     50          13.6282
     55          16.705
     60          17.4663
     66          18.0835
     72          20.76
     79          25.6249
     86          27.6997
     94          29.4049
     103         31.4223
     113         30.5642
     124         36.6358
     136         38.1903
     149         44.8085
     163         49.3744
     179         47.664
     196         53.6614
     215         63.4436
     236         65.3982
     259         73.7926
     284         81.9671
     312         83.9144
     343         98.0487
     377         110.174
     414         117.175
     455         124.989
     500         139.075
     550         154.987
     605         167.757
     665         177.895
     731         187.224
     804         200.339
     884         216.901
     972         239.088
     1069        266.844
     1175        285.585
     1292        316.741
     1421        352.868
     1563        395.519
     1719        433.27
     1890        432.717
     2079        498.844
     2286        500.999
     2514        572.587
     2765        605.343
     3041        677.699
     3345        719.132
     3679        792.4
     4046        835.946
     4450        876.773
     4895        950.119
     5384        985.52
     5922        1068.11
     6514        1101.27
     7165        1100.02
     7881        1246.96
     8669        1313.09
     9535        1365.76
     10488       1299.6
     11536       1467.42
     12689       1501.07
     13957       1557.51
     15352       1358.82
     16887       1427.76
     18575       1666.89
     20432       1726.25
     22475       1674.9
     24722       1689.89
     27194       1560.84
     29913       1593.49
     32904       1481.47
     36194       1434.05
     39813       1445.23
     43794       1456.48
     48173       1465.13
     52990       1464.51
     58289       1499.29
     64117       1510.5
     70528       1521.5
     77580       1493.43
     85338       1544.16
     93871       1550.2
     103258      1560.27
     113583      1567.95
     124941      1534.28
     137435      1577.89
     151178      1582.94
     166295      1579.3
     182924      1576.39
     201216      1508.99
     221337      1569.5
     243470      1560.64
     267817      1564.5
     294598      1582.25
     324057      1576.88
     356462      1591.84
     392108      1587.35
     431318      1592.46
     474449      1604.8
     521893      1575.16
     574082      1598.24
     631490      1598.69
     694639      1610.78
     764102      1608.3
     840512      1610.09
     924563      1613.18
     1017019     1607.24
     1118720     1525.23
     1230592     1560.12
